Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Avg_Likes,Avg_Comments,Avg_Shares,Campaign_ID,Campaign_Cost,Revenue,ROI,Campaign_Type
INF0167,Influencer_167,YouTube,Nano,670211,55208,9935,683,CAM00831,176,44289,250.64,Product Launch
 INF0167 ,Influencer_167,Instagram,Micro,20023,1417,202,46, CAM00832 ,4129,17454,3.23,Product Launch
INF0167,Influencer_167,Instagram,Mega,796308,17495,1291,839,CAM00833,4230,22739,4.38,Giveaway
INF0167,Influencer_167,YouTube,Macro,554044,54982,4467,1331,CAM00834,4209,52801,11.54,Product Launch
INF0167,Influencer_167,TikTok,Macro,181074,8629,894,291,CAM00835,3584,10633,1.97,Giveaway
INF0168,Influencer_168,Instagram,Micro,259360,7234,703,137,CAM00836,3209,17268,4.38,Giveaway
 INF0168 ,Influencer_168,TikTok,Nano,226959,7468,903,87, CAM00837 ,2444,9356,2.83,Promotion
INF0168,Influencer_168,Instagram,Micro,554608,42719,4778,761,CAM00838,4441,44461,9.01,Giveaway
INF0168,Influencer_168,YouTube,Micro,,30023,2930,1395,CAM00839,1677,27557,15.43,Product Launch
INF0168,Influencer_168,TikTok,Macro,155536,4113,402,109,CAM00840,3452,"$9,040 ",1.62,Product Launch
INF0169,Influencer_169,TikTok,Macro,1901,23,3,1,CAM00841,1428,1123,-0.21,Giveaway
INF0169,Influencer_169,TikTok,Mega,727546,48244,6396,1268,CAM00842,1108,41276,36.25,Giveaway
INF0169,Influencer_169,Instagram,Micro,23499,817,101,12,CAM00843,3603,16826,3.67,Promotion
INF0169,Influencer_169,TikTok,Macro,92873,6169,1056,212,CAM00844,2938,14125,3.81,Promotion
INF0169,Influencer_169,YouTube,Mega,521082,12931,997,538,CAM00845,394,10218,24.93,Giveaway
INF0170,Influencer_170,YouTube,Nano,434797,27422,1648,1186,CAM00846,1564,19954,11.76,Promotion
INF0170,Influencer_170,TikTok,Nano,853969,67925,10680,2252,CAM00847,2697,60693,21.5,Product Launch
INF0170,Influencer_170,Instagram,Macro,424240,27336,2955,1217,CAM00848,2718,"$31,661 ",10.65,Promotion
INF0170,Influencer_170,TikTok,Macro,584043,19822,1980,640,CAM00849,3382,24444,6.23,Product Launch
INF0170,Influencer_170,TikTok,Nano,797305,71543,12334,769,CAM00850,3310,61743,17.65,Giveaway
INF0171,Influencer_171,YouTube,Micro,489455,33020,3234,405,CAM00851,1190,22770,18.13,Giveaway
INF0171,Influencer_171,YouTube,Nano,634316,14228,2544,426,CAM00852,3389,18914,4.58,Promotion
 INF0171 ,Influencer_171,Instagram,Nano,451043,35282,5786,793, CAM00853 ,621,28802,45.38,Giveaway
INF0171,Influencer_171,YouTube,Macro,191271,13026,2477,288,CAM00854,228,11827,50.87,Product Launch
INF0171,Influencer_171,Instagram,Mega,18118,1309,255,33,CAM00855,4354,6854,0.57,Giveaway
INF0172,Influencer_172,YouTube,Nano,523904,39626,5399,724,CAM00856,1655,32919,18.89,Giveaway
 INF0172 ,Influencer_172,YouTube,Micro,45130,2187,321,87, CAM00857 ,,2757,0.45,Product Launch
INF0172,Influencer_172,TikTok,Nano,919397,25629,4293,1188,CAM00858,2421,31502,12.01,Giveaway
INF0172,Influencer_172,YouTube,Micro,2515,228,40,3,CAM00859,2967,10229,2.45,Giveaway
INF0172,Influencer_172,Instagram,Micro,770565,31232,1854,919,CAM00860,,38424,7.78,Product Launch
INF0173,Influencer_173,TikTok,Macro,561849,21645,3708,974,CAM00861,3824,36182,8.46,Promotion
INF0173,Influencer_173,YouTube,Micro,952302,82993,13668,1316,CAM00862,963,69207,70.87,Promotion
INF0173,Influencer_173,Instagram,Nano,720132,28469,1653,1046,CAM00863,2428,25598,9.54,Promotion
 INF0173 ,Influencer_173,Instagram,Nano,344154,12921,769,220, CAM00864 ,737,9513,78.0113333,Giveaway
INF0173,Influencer_173,Instagram,Nano,878751,27422,5252,1229,CAM00865,3233,30216,8.35,Giveaway
INF0174,Influencer_174,YouTube,Macro,464930,38260,7574,1297,CAM00866,1385,37808,26.3,Promotion
INF0174,Influencer_174,Instagram,Macro,962570,85258,6422,1035,CAM00867,2380,65797,26.65,Giveaway
INF0174,Influencer_174,TikTok,Nano,787895,68088,7320,1139,CAM00868,"$4,988 ",64983,12.03,Product Launch
INF0174,Influencer_174,TikTok,Micro,263048,7109,1123,216,CAM00869,432,6814,14.77,Promotion
INF0174,Influencer_174,TikTok,Macro,405911,34333,5988,1317,CAM00870,660,31603,46.88,Giveaway
INF0175,influencer_175,YouTube,Micro,492966,36236,6824,568,CAM00871,2989,40741,12.63,Promotion
INF0175,Influencer_175,TikTok,Nano,179838,11703,1122,269,CAM00872,3200,23516,6.35,Giveaway
INF0175,Influencer_175,YouTube,Micro,892150,78174,6641,2955,CAM00873,4847,77929,15.08,Promotion
INF0175,Influencer_175,Instagram,Macro,760144,16651,3274,554,CAM00874,1329,15073,10.34,Product Launch
INF0175,Influencer_175,Instagram,Nano,292568,8758,511,177,CAM00875,"$2,431 ",10479,3.31,Promotion
INF0176,Influencer_176,TikTok,Nano,155721,3904,466,44,CAM00876,3825,13391,16.37517492,Giveaway
INF0176,Influencer_176,TikTok,Nano,808461,12678,1388,367,CAM00877,3689,19798,4.37,Product Launch
INF0176,Influencer_176,TikTok,Micro,890171,42725,7167,761,CAM00878,2731,43278,14.85,Giveaway
INF0176,Influencer_176,TikTok,Micro,665490,34088,,1366,CAM00879,646,26543,40.09,Promotion
INF0176,Influencer_176,YouTube,Micro,108357,6896,1374,189,CAM00880,3781,7805,1.06,Product Launch
 INF0177 ,Influencer_177,Instagram,Micro,835354,12468,,333, CAM00881 ,314,9347,28.77,Giveaway
 INF0177 ,Influencer_177,Instagram,Micro,172349,14813,2389,247, CAM00882 ,1495,17161,10.48,Product Launch
INF0177,Influencer_177,YouTube,Nano,928328,69775,13209,1899,CAM00883,265,58998,221.63,Product Launch
INF0177,Influencer_177,TikTok,Nano,994404,41163,4372,1434,CAM00884,2381,33710,13.16,Giveaway
INF0177,Influencer_177,Instagram,Nano,479646,6332,1261,122,CAM00885,2971,10457,2.52,Product Launch
INF0178,Influencer_178,TikTok,Micro,654936,29644,5050,701,CAM00886,278,24796,88.19,Product Launch
INF0178,Influencer_178,TikTok,Micro,562340,31378,5623,1400,CAM00887,548,27275,48.77,Promotion
INF0178,Influencer_178,YouTube,Macro,235337,12111,2401,355,CAM00888,4615,28925,5.27,Product Launch
INF0178,Influencer_178,YouTube,Nano,120875,12001,2143,166,CAM00889,3014,18305,5.07,Giveaway
INF0178,Influencer_178,YouTube,Micro,511472,5436,600,105,CAM00890,2788,5451,0.96,Promotion
INF0179,Influencer_179,TikTok,Micro,355835,30059,1505,670,CAM00891,290,18950,64.34,Product Launch
INF0179,Influencer_179,YouTube,Nano,993639,16034,1251,516,CAM00892,1000,12433,11.43,Product Launch
INF0179,Influencer_179,YouTube,Micro,679173,33604,6607,1421,CAM00893,1572,32676,19.79,Giveaway
INF0179,Influencer_179,Instagram,Macro,478793,40984,4135,1571,CAM00894,171,30151,175.32,Product Launch
INF0179,Influencer_179,YouTube,Micro,382325,27015,4772,1259,CAM00895,4084,36893,8.03,Product Launch
INF0180,Influencer_180,Instagram,Macro,287610,11321,601,457,CAM00896,4965,29276,4.9,Product Launch
INF0180,Influencer_180,TikTok,Macro,36525,621,120,12,CAM00897,"$1,601 ",2531,0.58,Giveaway
INF0180,Influencer_180,Instagram,Macro,787492,42096,3445,615,CAM00898,3733,45015,11.06,Giveaway
INF0180,Influencer_180,YouTube,Nano,97426,1100,187,54,CAM00899,3448,10478,2.04,Giveaway
INF0180,Influencer_180,TikTok,Nano,433941,41539,6778,1155,CAM00900,4753,50407,9.61,Promotion
INF0181,Influencer_181,YouTube,Mega,370673,10187,1192,440,CAM00901,2970,17874,5.02,Promotion
INF0181,Influencer_181,Instagram,Macro,50589,1044,115,43,CAM00902,$951 ,3025,2.18,Giveaway
 INF0181 ,Influencer_181,TikTok,Mega,71934,,560,140, CAM00903 ,76,4715,61.04,Promotion
 INF0181 ,Influencer_181,TikTok,Macro,565174,41237,,603, CAM00904 ,3190,36451,10.43,Product Launch
INF0181,Influencer_181,Instagram,Mega,379422,32108,4052,1117,CAM00905,3841,39686,9.33,Giveaway
INF0182,Influencer_182,YouTube,Nano,266369,374601.0282,3040,744,CAM00906,2778,29445,9.6,Product Launch
INF0182,Influencer_182,YouTube,Micro,77290,6518,1006,306,CAM00907,666,6716,9.08,Promotion
INF0182,Influencer_182,YouTube,Micro,974069,68600,12961,2384,CAM00908,3211,68733,20.41,Promotion
INF0182,Influencer_182,TikTok,Micro,752331,44894,3873,1213,CAM00909,4128,38317,8.28,Product Launch
INF0182,Influencer_182,YouTube,Nano,932775,87649,12093,2720,CAM00910,4719,87261,17.49,Promotion
INF0183,Influencer_183,YouTube,Nano,989880,27107,3271,783,CAM00911,4784,24783,4.18,Giveaway
INF0183,Influencer_183,Instagram,Nano,598190,28222,2254,747,CAM00912,2544,26849,9.55,Promotion
INF0183,Influencer_183,TikTok,Nano,597682,8975,1269,176,CAM00913,3287,11376,2.46,Giveaway
INF0183,Influencer_183,TikTok,Macro,345407,8028,760,109,CAM00914,2326,15420,5.63,Giveaway
INF0183,influencer_183,YouTube,Macro,235847,12628,864,281,CAM00915,4262,21242,3.98,Product Launch
INF0184,Influencer_184,Instagram,Nano,,2630,424,83,CAM00916,4840,10686,1.21,Promotion
INF0184,Influencer_184,Instagram,Nano,615985,35795,2839,595,CAM00917,2198,30373,12.82,Product Launch
INF0184,Influencer_184,YouTube,Macro,395768,17210,2821,405,CAM00918,4704,34645,6.37,Giveaway
INF0184,Influencer_184,TikTok,Macro,195824,7492,935,139,CAM00919,"$2,344 ",14445,5.16,Promotion
INF0184,Influencer_184,YouTube,Nano,80795,4351,668,89,CAM00920,1766,5751,2.26,Giveaway
INF0185,Influencer_185,TikTok,Mega,981960,90202,12208,3652,CAM00921,4322,78949,17.27,Product Launch
INF0185,Influencer_185,Instagram,Micro,58986,2892,512,70,CAM00922,3751,14748,2.93,Promotion
INF0185,Influencer_185,YouTube,Mega,740629,43707,2454,1739,CAM00923,1202,29890,23.87,Promotion
INF0185,influencer_185,TikTok,Micro,90353,1411,152,47,CAM00924,4632,10784,1.33,Product Launch
 INF0185 ,Influencer_185,YouTube,Nano,957303,50953,7605,956, CAM00925 ,2763,42714,14.46,Giveaway
INF0186,Influencer_186,TikTok,Nano,701614,37621,2032,948,CAM00926,3060,38603,11.62,Promotion
INF0186,Influencer_186,TikTok,Macro,,7321,1039,309,CAM00927,"$1,213 ",11695,8.64,Giveaway
INF0186,Influencer_186,YouTube,Micro,16116,1057,160,38,CAM00928,2009,2203,0.1,Promotion
INF0186,Influencer_186,TikTok,Micro,220222,7005,1047,305,CAM00929,1349,10777,6.99,Product Launch
INF0186,Influencer_186,YouTube,Micro,661354,35919,5572,1588,CAM00930,127,29884,234.31,Promotion
INF0187,Influencer_187,TikTok,Nano,380553,35888,,1072,CAM00931,3477,30549,7.79,Product Launch
INF0187,Influencer_187,TikTok,Nano,,76031,10805,1751,CAM00932,4625,"$77,822 ",15.83,Giveaway
INF0187,Influencer_187,TikTok,Nano,690925,19780,3515,264,CAM00933,2744,27528,9.03,Giveaway
INF0187,Influencer_187,Instagram,Nano,761330,26395,4596,1045,CAM00934,1766,27318,14.47,Product Launch
INF0187,Influencer_187,TikTok,Micro,299254,6777,630,208,CAM00935,1222,9960,7.15,Giveaway
INF0188,Influencer_188,Instagram,Micro,107311,10041,1614,223,CAM00936,2875,21359,6.43,Giveaway
INF0188,Influencer_188,Instagram,Micro,1363,25,3,1,CAM00937,1986,2096,0.06,Giveaway
INF0188,Influencer_188,TikTok,Nano,176037,14618,1788,179,CAM00938,3035,14137,3.66,Giveaway
INF0188,Influencer_188,YouTube,Mega,425041,31478,5815,1048,CAM00939,68,26873,394.19,Giveaway
INF0188,Influencer_188,Instagram,Mega,22584,1691,131,39,CAM00940,3388,12318,2.64,Product Launch
INF0189,Influencer_189,TikTok,Nano,749414,24276,2699,514,CAM00941,2733,"$24,967 ",8.14,Product Launch
INF0189,Influencer_189,YouTube,Nano,199153,16566,1468,678,CAM00942,923,14114,14.29,Giveaway
INF0189,Influencer_189,Instagram,Nano,449013,39082,6350,1649,CAM00943,2333,37173,14.93,Product Launch
INF0189,Influencer_189,TikTok,Micro,28302,2558,276,55,CAM00944,4555,19189,3.21,Product Launch
INF0189,Influencer_189,Instagram,Macro,395485,34654,3375,1527,CAM00945,1519,26285,16.3,Giveaway
INF0190,Influencer_190,Instagram,Micro,346744,22925,1363,526,CAM00946,119,14947,124.61,Giveaway
INF0190,Influencer_190,YouTube,Micro,162149,8299,1006,342,CAM00947,2829,9108,2.22,Promotion
INF0190,Influencer_190,YouTube,Macro,302407,26040,1748,526,CAM00948,1066,20914,18.62,Promotion
INF0190,Influencer_190,YouTube,Mega,769543,75650,9073,3152,CAM00949,229,58290,253.54,Product Launch
INF0190,Influencer_190,TikTok,Micro,304446,6276,356,172,CAM00950,4675,8469,0.81,Giveaway
INF0191,Influencer_191,TikTok,Nano,838860,11402,1338,377,CAM00951,4547,17537,2.86,Product Launch
INF0191,Influencer_191,Instagram,Macro,445503,29202,5335,562,CAM00952,392,25275,63.48,Promotion
INF0191,Influencer_191,Instagram,Micro,902258,,10715,2439,CAM00953,4670,77790,15.66,Product Launch
INF0191,Influencer_191,TikTok,Macro,213803,18458,2819,398,CAM00954,1003,18175,17.12,Promotion
INF0191,Influencer_191,Instagram,Micro,774429,19576,1259,523,CAM00955,1977,15240,6.71,Giveaway
INF0192,Influencer_192,YouTube,Micro,883799,57387,7572,1147,CAM00956,1870,45134,23.14,Promotion
INF0192,Influencer_192,TikTok,Micro,724559,43712,5560,611,CAM00957,3068,43215,13.09,Promotion
INF0192,Influencer_192,YouTube,Micro,482873,21212,2979,279,CAM00958,4427,34798,44.93347997,Product Launch
INF0192,Influencer_192,Instagram,Mega,669875,14302,1963,581,CAM00959,2641,14486,4.49,Product Launch
INF0192,Influencer_192,Instagram,Nano,993652,67947,12562,2374,CAM00960,704,58555,82.17,Giveaway
INF0193,Influencer_193,YouTube,Nano,581222,40847,4507,895,CAM00961,,33609,7.68,Promotion
INF0193,influencer_193,YouTube,Micro,847533,44643,3744,1547,CAM00962,4566,53769,10.78,Giveaway
INF0193,Influencer_193,Instagram,Macro,351036,18313,1322,904,CAM00963,2009,15814,6.87,Product Launch
INF0193,Influencer_193,Instagram,Macro,822882,23302,3853,629,CAM00964,4502,27053,5.01,Promotion
INF0193,Influencer_193,TikTok,Macro,,3342,436,155,CAM00965,3815,15206,2.99,Product Launch
INF0194,Influencer_194,Instagram,Macro,607306,13380,2546,535,CAM00966,2715,18900,5.96,Promotion
INF0194,Influencer_194,Instagram,Macro,321057,13711,2615,288,CAM00967,594,"$12,226 ",19.58,Promotion
INF0194,Influencer_194,YouTube,Micro,114768,9052,1714,164,CAM00968,$704 ,10116,13.37,Giveaway
INF0194,Influencer_194,YouTube,Macro,318188,14611,1261,265,CAM00969,1063,14960,13.07,Promotion
INF0194,influencer_194,TikTok,Micro,856953,12193,1229,319,CAM00970,3731,23905,5.41,Product Launch
INF0195,Influencer_195,Instagram,Nano,880554,59555,10575,2360,CAM00971,3184,61316,18.26,Product Launch
INF0195,Influencer_195,Instagram,Micro,271561,21197,2311,727,CAM00972,4574,22798,3.98,Product Launch
 INF0195 ,Influencer_195,YouTube,Nano,815107,24901,1463,547, CAM00973 ,2843,21885,6.7,Promotion
INF0195,Influencer_195,Instagram,Micro,724807,30392,3343,373,CAM00974,3807,38010,8.98,Giveaway
INF0195,Influencer_195,TikTok,Micro,566158,6510,656,272,CAM00975,3253,16672,4.13,Promotion
INF0196,Influencer_196,Instagram,Nano,374704,23485,2077,1112,CAM00976,3865,30516,6.9,Product Launch
INF0196,Influencer_196,YouTube,Micro,305094,16998,2763,381,CAM00977,4072,32115,6.89,Product Launch
INF0196,Influencer_196,YouTube,Nano,949603,40239,5248,1557,CAM00978,4623,41448,7.97,Product Launch
INF0196,Influencer_196,Instagram,Macro,659851,51549,7905,2296,CAM00979,803,44362,54.25,Product Launch
INF0196,Influencer_196,Instagram,Macro,646936,12941,706,505,CAM00980,3976,13362,2.36,Giveaway
 INF0197 ,Influencer_197,TikTok,Micro,831547,,2428,378, CAM00981 ,2048,16256,6.94,Giveaway
INF0197,Influencer_197,TikTok,Micro,420876,36703,3513,649,CAM00982,4207,36737,7.73,Giveaway
INF0197,Influencer_197,TikTok,Nano,211387,16954,2047,323,CAM00983,629,13571,20.58,Product Launch
INF0197,Influencer_197,YouTube,Macro,998057,40792,8085,1199,CAM00984,4094,37935,8.27,Product Launch
INF0197,Influencer_197,YouTube,Mega,176993,9103,1424,449,CAM00985,2788,15522,4.57,Product Launch
INF0198,Influencer_198,YouTube,Micro,583848,43695,4031,759,CAM00986,4194,31921,6.61,Giveaway
INF0198,Influencer_198,Instagram,Macro,308268,3622,283,96,CAM00987,3417,10722,2.14,Giveaway
INF0198,Influencer_198,TikTok,Nano,31270,1129,151,16,CAM00988,495,2034,3.11,Product Launch
INF0198,Influencer_198,TikTok,Micro,611224,60390,5292,1835,CAM00989,1898,50387,25.55,Giveaway
INF0198,Influencer_198,Instagram,Micro,529313,28512,5468,350,CAM00990,3359,32530,8.68,Giveaway
INF0199,influencer_199,YouTube,Nano,808827,47929,8798,982,CAM00991,1862,44914,23.12,Giveaway
INF0199,Influencer_199,Instagram,Micro,342701,32794,5691,1257,CAM00992,1460,33568,21.99,Product Launch
INF0199,Influencer_199,YouTube,Nano,762058,13283,972,366,CAM00993,1047,9656,8.22,Giveaway
INF0199,Influencer_199,YouTube,Micro,498619,,1209,424,CAM00994,422,13550,31.11,Promotion
INF0199,Influencer_199,TikTok,Nano,737854,60117,8643,2855,CAM00995,553,49236,88.03,Giveaway
INF0200,Influencer_200,YouTube,Micro,304806,19787,3786,821,CAM00996,4428,24562,4.55,Giveaway
INF0200,Influencer_200,YouTube,Mega,456229,33013,5281,1644,CAM00997,807,30074,36.27,Giveaway
INF0200,Influencer_200,YouTube,Micro,518200,46345,2991,566,CAM00998,4042,46332,10.46,Product Launch
INF0200,Influencer_200,Instagram,Macro,181427,15611,918,325,CAM00999,1737,16133,8.29,Promotion
 INF0200 ,Influencer_200,Instagram,Macro,131193,2381,357,36, CAM01000 ,4943,"$21,444 ",3.34,Giveaway
INF0201,Influencer_201,YouTube,Micro,225866,2536,467,28,CAM01001,3386,15629,3.62,Giveaway
INF0201,Influencer_201,YouTube,Macro,,,930,306,CAM01002,1149,9892,7.61,Product Launch
 INF0201 ,Influencer_201,Instagram,Micro,20156,608,76,12, CAM01003 ,1900,2977,0.57,Giveaway
INF0201,Influencer_201,YouTube,Micro,767054,42953,5018,2090,CAM01004,728,36405,49.01,Promotion
INF0201,Influencer_201,Instagram,Nano,30777,2712,372,105,CAM01005,1475,3733,1.53,Product Launch
 INF0202 ,Influencer_202,TikTok,Macro,146338,6658,1198,131, CAM01006 ,1328,9635,6.26,Promotion
INF0202,influencer_202,TikTok,Nano,251449,8118,829,371,CAM01007,3589,13055,2.64,Giveaway
INF0202,Influencer_202,TikTok,Micro,414083,16103,2075,604,CAM01008,3400,15900,3.68,Product Launch
INF0202,Influencer_202,Instagram,Nano,407396,5968,342,151,CAM01009,1208,6118,4.06,Giveaway
INF0202,Influencer_202,Instagram,Micro,228467,21788,3413,223,CAM01010,4731,29948,5.33,Promotion
 INF0203 ,influencer_203,Instagram,Nano,669779,65973,5689,2457, CAM01011 ,1552,53146,33.24,Product Launch
INF0203,Influencer_203,Instagram,Mega,134114,2410,365,30,CAM01012,3607,19628,4.44,Promotion
INF0203,Influencer_203,YouTube,Macro,823450,23869,4206,267,CAM01013,3478,27721,6.97,Product Launch
INF0203,Influencer_203,YouTube,Macro,252842,23869,3617,352,CAM01014,558,"$18,842 ",32.77,Promotion
INF0203,Influencer_203,YouTube,Macro,714391,21294,1875,960,CAM01015,,21258,5.52,Promotion
INF0204,Influencer_204,YouTube,Macro,973304,33484,5493,1302,CAM01016,4026,33538,7.33,Giveaway
INF0204,Influencer_204,Instagram,Nano,962234,21687,3902,972,CAM01017,4404,29649,5.73,Promotion
INF0204,Influencer_204,Instagram,Micro,259916,4190,408,86,CAM01018,4618,21349,3.62,Promotion
 INF0204 ,Influencer_204,YouTube,Micro,725291,55988,2905,2003, CAM01019 ,1817,39166,20.56,Product Launch
INF0204,Influencer_204,TikTok,Nano,576312,42151,2169,1111,CAM01020,4965,32966,5.64,Promotion
INF0205,influencer_205,Instagram,Micro,95202,7517,718,319,CAM01021,276,6625,23,Product Launch
INF0205,Influencer_205,TikTok,Nano,85363,6439,991,318,CAM01022,1882,7167,2.81,Promotion
INF0205,Influencer_205,Instagram,Nano,583124,37828,7083,614,CAM01023,,43016,9.74,Promotion
INF0205,Influencer_205,YouTube,Macro,33940,345,30,10,CAM01024,1967,9089,3.62,Giveaway
INF0205,Influencer_205,TikTok,Micro,916639,54282,8531,1508,CAM01025,2640,"$47,039 ",16.82,Promotion
INF0206,Influencer_206,Instagram,Macro,251694,9232,1748,138,CAM01026,2629,12647,3.81,Giveaway
INF0206,Influencer_206,Instagram,Micro,220057,11037,1468,241,CAM01027,2423,17129,6.07,Giveaway
INF0206,Influencer_206,Instagram,Micro,55362,3648,347,167,CAM01028,1925,"$4,628 ",1.4,Giveaway
INF0206,Influencer_206,Instagram,Micro,469731,6335,791,257,CAM01029,3911,21022,4.38,Product Launch
INF0206,Influencer_206,Instagram,Nano,420972,5512,803,73,CAM01030,3876,11148,1.88,Giveaway
INF0207,Influencer_207,TikTok,Nano,77425,2621,300,130,CAM01031,,2188,15.09,Giveaway
 INF0207 ,Influencer_207,Instagram,Nano,280349,17564,2165,543, CAM01032 ,1982,18274,8.22,Giveaway
INF0207,Influencer_207,TikTok,Micro,97058,8925,1029,135,CAM01033,2757,15421,4.59,Product Launch
INF0207,Influencer_207,TikTok,Macro,359234,13800,1976,259,CAM01034,1632,13107,7.03,Promotion
INF0207,Influencer_207,TikTok,Micro,208397,9336,1616,455,CAM01035,,9011,32.01,Promotion
INF0208,Influencer_208,YouTube,Micro,853318,52475,9962,2326,CAM01036,1067,48003,43.99,Giveaway
INF0208,influencer_208,TikTok,Micro,489195,25320,4262,863,CAM01037,1943,27842,13.33,Product Launch
INF0208,Influencer_208,TikTok,Micro,983426,29572,3287,707,CAM01038,4211,24472,4.81,Giveaway
INF0208,Influencer_208,YouTube,Nano,267186,375749.9946,3464,582,CAM01039,3412,27571,7.08,Promotion
INF0208,Influencer_208,YouTube,Macro,261710,20703,3369,694,CAM01040,2800,22757,7.13,Product Launch
INF0209,Influencer_209,TikTok,Macro,939193,14821,2058,637,CAM01041,2874,18729,5.52,Product Launch
INF0209,Influencer_209,YouTube,Mega,133283,10740,2062,225,CAM01042,551,"$11,498 ",19.87,Product Launch
INF0209,Influencer_209,TikTok,Micro,414166,40394,4201,1176,CAM01043,1055,33256,30.52,Promotion
INF0209,Influencer_209,Instagram,Nano,146364,10187,1602,211,CAM01044,"$1,657 ","$11,304 ",5.82,Giveaway
INF0209,Influencer_209,YouTube,Micro,808182,55761,3120,1890,CAM01045,997,40050,39.17,Giveaway
INF0210,Influencer_210,Instagram,Micro,591348,29811,3544,389,CAM01046,487,22857,45.93,Product Launch
INF0210,Influencer_210,Instagram,Macro,274497,8789,994,382,CAM01047,4601,13984,2.04,Giveaway
INF0210,Influencer_210,TikTok,Nano,144988,10214,1022,206,CAM01048,2032,8296,3.08,Promotion
INF0210,Influencer_210,Instagram,Mega,95455,1373,242,37,CAM01049,654,3058,3.68,Promotion
INF0210,Influencer_210,YouTube,Macro,192758,13790,2247,539,CAM01050,3925,16630,3.24,Product Launch
INF0211,Influencer_211,YouTube,Nano,716637,33039,6349,854,CAM01051,897,30320,32.8,Product Launch
INF0211,Influencer_211,YouTube,Micro,499095,30718,5311,708,CAM01052,3370,35470,9.53,Giveaway
INF0211,Influencer_211,TikTok,Macro,185535,17995,2089,367,CAM01053,3341,25294,6.57,Giveaway
INF0211,influencer_211,Instagram,Micro,747716,52916,4279,1275,CAM01054,332,36629,109.33,Promotion
INF0211,Influencer_211,YouTube,Micro,642857,45551,8144,2209,CAM01055,3547,"$44,121 ",11.44,Promotion
INF0212,Influencer_212,Instagram,Macro,,30903,4336,707,CAM01056,614,25835,41.08,Giveaway
INF0212,Influencer_212,TikTok,Macro,654817,,7792,1678,CAM01057,2501,48603,18.43,Promotion
 INF0212 ,Influencer_212,Instagram,Macro,,391,20,10, CAM01058 ,4773,"$23,121 ",3.84,Promotion
INF0212,Influencer_212,Instagram,Nano,865360,21621,3390,368,CAM01059,1886,25338,12.43,Promotion
INF0212,Influencer_212,TikTok,Macro,191912,2172,408,106,CAM01060,1557,9076,4.83,Giveaway
INF0213,Influencer_213,YouTube,Micro,560119,43596,3836,1996,CAM01061,1344,36349,26.05,Giveaway
INF0213,Influencer_213,YouTube,Micro,768754,65299,8097,3034,CAM01062,"$2,491 ",52134,19.93,Promotion
INF0213,Influencer_213,YouTube,Macro,190921,6975,719,227,CAM01063,4404,12354,1.81,Promotion
INF0213,Influencer_213,TikTok,Nano,363544,32945,2158,1194,CAM01064,"$2,552 ",25935,9.16,Giveaway
INF0213,Influencer_213,Instagram,Micro,62715,3183,610,118,CAM01065,3122,10893,2.49,Giveaway
INF0214,Influencer_214,YouTube,Macro,104535,8744,877,288,CAM01066,1665,10264,5.16,Giveaway
INF0214,Influencer_214,Instagram,Macro,723496,14216,1613,399,CAM01067,1182,11965,9.12,Product Launch
INF0214,Influencer_214,YouTube,Nano,851100,50256,3167,978,CAM01068,1537,37138,23.16,Giveaway
INF0214,Influencer_214,TikTok,Macro,715261,21919,1813,267,CAM01069,1632,16983,9.41,Product Launch
INF0214,Influencer_214,TikTok,Nano,808733,20620,2364,627,CAM01070,150,15308,101.05,Giveaway
INF0215,Influencer_215,TikTok,Nano,21655,1530,301,75,CAM01071,2968,4610,0.55,Promotion
INF0215,Influencer_215,TikTok,Macro,343962,28160,1860,1160,CAM01072,3715,27447,6.39,Product Launch
INF0215,Influencer_215,TikTok,Nano,87155,4709,389,61,CAM01073,3510,16852,3.8,Giveaway
INF0215,Influencer_215,Instagram,Micro,,30681,5862,1476,CAM01074,$411 ,"$28,654 ",68.72,Giveaway
INF0215,Influencer_215,YouTube,Macro,653192,34401,6238,717,CAM01075,1102,31682,27.75,Product Launch
INF0216,Influencer_216,Instagram,Micro,462261,19163,1865,798,CAM01076,3982,"$21,333 ",4.36,Giveaway
 INF0216 ,Influencer_216,TikTok,Micro,964313,22322,3871,433, CAM01077 ,1343,24426,17.19,Giveaway
INF0216,Influencer_216,Instagram,Micro,622169,39597,2618,422,CAM01078,1605,31292,18.5,Product Launch
INF0216,Influencer_216,Instagram,Nano,356288,,1808,780,CAM01079,3986,38277,8.6,Product Launch
INF0216,Influencer_216,YouTube,Mega,185100,3249,537,114,CAM01080,976,4658,3.77,Giveaway
INF0217,Influencer_217,TikTok,Nano,665607,50647,6495,938,CAM01081,1102,41539,36.69,Product Launch
INF0217,Influencer_217,YouTube,Micro,609952,20408,1303,530,CAM01082,,28752,5.17,Product Launch
INF0217,influencer_217,TikTok,Nano,625152,46140,8578,715,CAM01083,520,38285,72.62,Product Launch
INF0217,Influencer_217,TikTok,Nano,2468,56,8,2,CAM01084,4192,19660,3.69,Promotion
 INF0217 ,Influencer_217,Instagram,Macro,,26053,3190,326, CAM01085 ,,23785,15.95,Product Launch
INF0218,Influencer_218,Instagram,Micro,583314,24774,4036,743,CAM01086,1840,23840,11.96,Promotion
